order_id,customer_id,product_category,product_name,quantity,unit_price,total_amount,order_date,customer_age,customer_gender,customer_city
ORD_00002660,CUST_000512,Health,First Aid Kit,2,86.97,173.95,2023-05-02,45,Female,天津
ORD_00002661,CUST_000139,Sports,Running Shoes,3,196.5,589.51,2023-12-14,33,Female,北京
ORD_00002662,CUST_000526,Automotive,Tire Pump,4,395.88,1583.53,2023-07-31,36,Female,重庆
ORD_00002663,CUST_000222,Health,Massage Gun,4,87.22,348.9,2023-12-14,27,Female,北京
ORD_00002664,CUST_000003,Electronics,iPad,1,2916.43,2916.43,2023-02-11,25,Female,苏州
ORD_00002665,CUST_000791,Beauty,Makeup Kit,2,139.86,279.73,2023-01-18,55,Male,重庆
ORD_00002666,CUST_001501,Sports,Basketball,5,120.98,604.92,2023-10-03,20,Female,杭州
ORD_00002667,CUST_001985,Clothing,Sneakers,2,24.25,48.51,2023-03-03,23,Female,成都
ORD_00002668,CUST_001812,Sports,Basketball,2,139.64,279.28,2023-06-15,69,Male,重庆
ORD_00002669,CUST_001010,Sports,Dumbbells,4,212.11,848.46,2023-09-04,24,Female,西安
ORD_00002670,CUST_000720,Toys,Action Figure,1,171.33,171.33,2023-04-06,21,Female,重庆
ORD_00002671,CUST_000769,Clothing,T-Shirt,2,35.51,71.02,2023-11-04,32,Female,苏州
ORD_00002672,CUST_001698,Beauty,Hair Dryer,4,123.32,493.28,2023-11-22,38,Female,青岛
ORD_00002673,CUST_001616,Toys,Remote Car,1,57.49,57.49,2023-11-28,28,Female,武汉
ORD_00002674,CUST_001334,Automotive,Dash Cam,5,220.84,1104.2,2023-04-05,23,Male,重庆
ORD_00002675,CUST_001408,Books,Machine Learning,4,22.86,91.43,2023-07-05,51,Female,南京
ORD_00002676,CUST_000334,Beauty,Makeup Kit,1,110.49,110.49,2023-11-22,62,Male,成都
ORD_00002677,CUST_000151,Automotive,Car Accessories,5,261.4,1307.02,2023-01-08,58,Female,重庆
ORD_00002678,CUST_001733,Electronics,MacBook Pro,1,3207.41,3207.41,2023-09-06,65,Male,武汉
ORD_00002679,CUST_000604,Electronics,Samsung Galaxy,1,5397.46,5397.46,2023-11-24,45,Male,深圳
ORD_00002680,CUST_000653,Books,AI Handbook,3,37.54,112.63,2023-03-24,25,Female,北京
ORD_00002681,CUST_001950,Clothing,T-Shirt,3,36.74,110.22,2023-04-02,49,Female,郑州
ORD_00002682,CUST_000152,Home & Garden,Sofa,1,142.43,142.43,2023-05-07,67,Female,长沙
ORD_00002683,CUST_000349,Sports,Dumbbells,3,284.99,854.98,2023-04-17,66,Female,重庆
ORD_00002684,CUST_000330,Health,Massage Gun,3,114.83,344.48,2023-05-26,50,Male,南京
ORD_00002685,CUST_000154,Toys,Puzzle,1,103.88,103.88,2023-07-05,53,Male,西安
ORD_00002686,CUST_001929,Electronics,Gaming Laptop,5,994.77,4973.86,2023-12-01,39,Male,青岛
ORD_00002687,CUST_000693,Food,Chocolate,2,80.1,160.2,2023-09-11,28,Male,苏州
ORD_00002688,CUST_001257,Beauty,Hair Dryer,4,110.05,440.2,2023-09-23,39,Male,天津
ORD_00002689,CUST_001443,Electronics,Samsung Galaxy,5,5620.77,28103.85,2023-02-19,23,Female,武汉
ORD_00002690,CUST_000884,Food,Honey,4,60.51,242.04,2023-09-09,65,Male,郑州
ORD_00002691,CUST_000338,Food,Chocolate,3,68.89,206.67,2023-05-10,68,Female,深圳
ORD_00002692,CUST_001823,Beauty,Skincare Set,4,92.6,370.38,2023-02-26,19,Male,天津
ORD_00002693,CUST_000322,Electronics,iPad,1,3435.21,3435.21,2023-05-27,31,Male,成都
ORD_00002694,CUST_000208,Home & Garden,Sofa,4,124.93,499.71,2023-10-22,30,Female,长沙
ORD_00002695,CUST_000421,Books,Python Programming,3,66.78,200.34,2023-06-21,43,Male,郑州
ORD_00002696,CUST_000839,Health,First Aid Kit,4,103.51,414.04,2023-08-08,52,Female,郑州
ORD_00002697,CUST_001135,Health,Massage Gun,4,125.48,501.92,2023-06-15,29,Female,广州
ORD_00002698,CUST_001896,Health,Massage Gun,3,123.89,371.68,2023-11-15,55,Male,长沙
ORD_00002699,CUST_001107,Books,AI Handbook,5,37.73,188.67,2023-06-11,32,Female,重庆
ORD_00002700,CUST_001353,Home & Garden,Vacuum Cleaner,1,335.21,335.21,2023-06-14,18,Female,广州
ORD_00002701,CUST_000610,Books,Web Development,1,29.86,29.86,2023-06-09,29,Male,上海
ORD_00002702,CUST_000197,Electronics,iPad,1,2454.76,2454.76,2023-12-18,35,Male,北京
ORD_00002703,CUST_000805,Toys,Remote Car,1,64.33,64.33,2023-11-26,65,Male,重庆
ORD_00002704,CUST_001126,Beauty,Face Mask,4,41.08,164.33,2023-01-05,57,Male,成都
ORD_00002705,CUST_000315,Electronics,iPad,2,3297.52,6595.03,2023-12-17,31,Female,深圳
ORD_00002706,CUST_000739,Electronics,iPhone 14,1,1758.73,1758.73,2023-05-05,62,Male,广州
ORD_00002707,CUST_000876,Electronics,Gaming Laptop,5,916.64,4583.22,2023-06-02,41,Male,重庆
ORD_00002708,CUST_000604,Health,Vitamins,5,27.67,138.36,2023-12-24,45,Male,深圳
ORD_00002709,CUST_001281,Food,Chocolate,2,70.91,141.81,2023-10-15,65,Male,天津
ORD_00002710,CUST_000984,Books,Python Programming,5,80.49,402.44,2023-03-24,35,Female,西安
ORD_00002711,CUST_000199,Electronics,Samsung Galaxy,2,3893.5,7787.0,2023-09-27,20,Female,西安
ORD_00002712,CUST_000424,Clothing,Sneakers,4,20.74,82.98,2023-12-05,53,Female,长沙
ORD_00002713,CUST_001308,Home & Garden,Vacuum Cleaner,1,397.89,397.89,2023-11-29,46,Female,天津
ORD_00002714,CUST_000168,Beauty,Hair Dryer,3,103.41,310.24,2023-07-26,22,Male,西安
ORD_00002715,CUST_001729,Clothing,Jeans,1,250.02,250.02,2023-09-03,32,Female,郑州
ORD_00002716,CUST_000632,Automotive,Tire Pump,4,383.96,1535.85,2023-09-16,61,Male,青岛
ORD_00002717,CUST_000815,Beauty,Hair Dryer,2,105.62,211.25,2023-01-23,52,Male,杭州
ORD_00002718,CUST_001002,Health,Vitamins,1,35.0,35.0,2023-12-27,31,Female,成都
ORD_00002719,CUST_000543,Electronics,Gaming Laptop,4,705.33,2821.32,2023-10-29,46,Female,深圳
ORD_00002720,CUST_001315,Toys,Action Figure,3,147.49,442.47,2023-04-20,22,Female,成都
ORD_00002721,CUST_000794,Clothing,Sweater,5,318.55,1592.76,2023-03-04,43,Male,杭州
ORD_00002722,CUST_000760,Sports,Dumbbells,4,219.65,878.59,2023-01-06,19,Male,广州
ORD_00002723,CUST_000757,Clothing,Sweater,1,346.31,346.31,2023-07-26,47,Female,广州
ORD_00002724,CUST_000913,Electronics,MacBook Pro,5,4113.45,20567.26,2023-11-26,61,Male,深圳
ORD_00002725,CUST_000540,Beauty,Makeup Kit,2,130.2,260.39,2023-12-02,51,Male,长沙
ORD_00002726,CUST_000953,Books,AI Handbook,3,30.74,92.22,2023-05-20,27,Male,苏州
ORD_00002727,CUST_000464,Home & Garden,Coffee Maker,1,377.19,377.19,2023-06-01,33,Male,苏州
ORD_00002728,CUST_001156,Electronics,iPad,4,2916.05,11664.2,2023-04-19,47,Male,广州
ORD_00002729,CUST_000310,Automotive,Dash Cam,5,194.58,972.91,2023-05-29,52,Male,成都
ORD_00002730,CUST_001427,Health,Vitamins,4,28.1,112.41,2023-03-01,44,Male,成都
ORD_00002731,CUST_000199,Electronics,Gaming Laptop,3,697.77,2093.32,2023-09-02,20,Female,西安
ORD_00002732,CUST_001369,Sports,Running Shoes,1,157.16,157.16,2023-07-05,21,Female,长沙
ORD_00002733,CUST_001656,Toys,Action Figure,1,161.39,161.39,2023-02-25,51,Female,长沙
ORD_00002734,CUST_000848,Automotive,Dash Cam,3,213.82,641.47,2023-07-09,69,Female,青岛
ORD_00002735,CUST_001208,Books,Machine Learning,4,26.25,105.01,2023-08-06,50,Male,天津
ORD_00002736,CUST_001134,Electronics,iPad,2,3261.76,6523.51,2023-01-10,37,Male,重庆
ORD_00002737,CUST_001722,Sports,Dumbbells,2,205.05,410.1,2023-04-23,40,Female,深圳
ORD_00002738,CUST_001677,Toys,Board Game,5,149.97,749.85,2023-11-01,49,Male,郑州
ORD_00002739,CUST_000858,Toys,Action Figure,2,125.59,251.18,2023-01-22,57,Male,重庆
ORD_00002740,CUST_001408,Beauty,Hair Dryer,1,101.46,101.46,2023-10-03,51,Female,南京
ORD_00002741,CUST_001173,Books,Web Development,3,25.5,76.49,2023-04-24,19,Female,成都
ORD_00002742,CUST_000976,Home & Garden,Garden Tools,3,288.02,864.06,2023-07-26,23,Female,苏州
ORD_00002743,CUST_000162,Sports,Tennis Racket,5,468.49,2342.43,2023-08-30,37,Female,南京
ORD_00002744,CUST_001849,Health,Thermometer,5,243.25,1216.26,2023-06-13,40,Female,杭州
ORD_00002745,CUST_000072,Toys,LEGO Set,4,19.14,76.55,2023-07-21,42,Female,长沙
ORD_00002746,CUST_001170,Toys,Board Game,1,126.43,126.43,2023-04-22,55,Male,成都
ORD_00002747,CUST_001640,Toys,Remote Car,2,63.83,127.65,2023-12-10,32,Male,武汉
ORD_00002748,CUST_001388,Food,Snack Box,4,50.43,201.73,2023-08-22,19,Male,武汉
ORD_00002749,CUST_000302,Clothing,Jeans,2,268.25,536.51,2023-12-17,61,Male,成都
ORD_00002750,CUST_001945,Automotive,Dash Cam,3,273.91,821.72,2023-07-20,29,Female,郑州
ORD_00002751,CUST_000920,Clothing,Sweater,3,256.52,769.55,2023-09-03,38,Male,苏州
ORD_00002752,CUST_001944,Clothing,Sneakers,2,27.53,55.05,2023-07-30,56,Male,西安
ORD_00002753,CUST_001991,Books,Data Science,2,26.3,52.61,2023-07-20,38,Male,长沙
ORD_00002754,CUST_001656,Books,Python Programming,2,72.09,144.17,2023-04-18,51,Female,长沙
ORD_00002755,CUST_000259,Electronics,MacBook Pro,4,3866.14,15464.55,2023-07-17,39,Male,郑州
ORD_00002756,CUST_000868,Electronics,Gaming Laptop,4,947.18,3788.72,2023-09-18,21,Male,深圳
ORD_00002757,CUST_001400,Beauty,Skincare Set,2,99.16,198.33,2023-10-01,20,Male,西安
ORD_00002758,CUST_000414,Food,Coffee Beans,4,17.39,69.57,2023-09-18,59,Female,南京
ORD_00002759,CUST_000303,Food,Chocolate,1,77.15,77.15,2023-03-10,19,Male,青岛
ORD_00002760,CUST_000529,Home & Garden,Kitchen Set,3,452.23,1356.69,2023-12-15,54,Male,深圳
ORD_00002761,CUST_001866,Health,Massage Gun,4,102.29,409.17,2023-10-03,41,Female,广州
ORD_00002762,CUST_001873,Automotive,Car Accessories,2,336.02,672.03,2023-07-11,42,Male,重庆
ORD_00002763,CUST_000138,Electronics,Gaming Laptop,5,777.5,3887.49,2023-09-30,62,Male,成都
ORD_00002764,CUST_000795,Toys,Puzzle,5,120.53,602.63,2023-08-11,35,Male,深圳
ORD_00002765,CUST_000814,Toys,Puzzle,3,102.56,307.69,2023-11-02,18,Male,成都
ORD_00002766,CUST_000668,Home & Garden,Coffee Maker,2,480.04,960.09,2023-09-19,18,Male,武汉
ORD_00002767,CUST_001065,Beauty,Perfume,4,18.18,72.71,2023-09-11,37,Female,上海
ORD_00002768,CUST_001879,Electronics,iPhone 14,2,2092.1,4184.21,2023-04-12,49,Male,上海
ORD_00002769,CUST_001611,Health,First Aid Kit,5,97.51,487.54,2023-09-23,48,Female,成都
ORD_00002770,CUST_001277,Food,Organic Tea,3,14.91,44.72,2023-08-19,50,Male,天津
ORD_00002771,CUST_001071,Automotive,Tire Pump,5,408.44,2042.22,2023-07-14,19,Female,西安
ORD_00002772,CUST_000860,Clothing,Jeans,3,263.6,790.81,2023-09-24,38,Female,武汉
ORD_00002773,CUST_000849,Clothing,Jacket,2,233.19,466.37,2023-09-19,32,Female,成都
ORD_00002774,CUST_000304,Toys,Remote Car,3,56.17,168.5,2023-05-17,54,Male,西安
ORD_00002775,CUST_001205,Food,Organic Tea,4,13.39,53.54,2023-07-24,44,Female,武汉
ORD_00002776,CUST_001554,Clothing,T-Shirt,5,33.61,168.06,2023-04-27,45,Male,杭州
ORD_00002777,CUST_001895,Clothing,T-Shirt,5,34.06,170.28,2023-02-15,62,Female,上海
ORD_00002778,CUST_001153,Automotive,Car Cover,1,112.09,112.09,2023-08-21,59,Female,杭州
ORD_00002779,CUST_000207,Automotive,Tire Pump,5,400.97,2004.86,2023-10-22,37,Female,长沙
ORD_00002780,CUST_000586,Toys,Action Figure,5,117.73,588.67,2023-09-06,25,Female,苏州
ORD_00002781,CUST_001803,Sports,Running Shoes,5,133.25,666.23,2023-01-08,40,Male,上海
ORD_00002782,CUST_001798,Sports,Basketball,1,122.05,122.05,2023-11-11,22,Female,成都
ORD_00002783,CUST_000541,Sports,Dumbbells,4,279.8,1119.2,2023-06-04,21,Male,长沙
ORD_00002784,CUST_001342,Beauty,Face Mask,5,37.39,186.94,2023-01-30,65,Female,郑州
ORD_00002785,CUST_001172,Food,Chocolate,5,58.52,292.6,2023-06-21,33,Male,上海
ORD_00002786,CUST_000969,Electronics,MacBook Pro,3,3391.87,10175.62,2023-10-18,21,Female,重庆
ORD_00002787,CUST_000353,Home & Garden,Coffee Maker,4,489.05,1956.22,2023-08-30,54,Female,郑州
ORD_00002788,CUST_000826,Clothing,Jacket,2,196.02,392.05,2023-10-03,21,Female,西安
ORD_00002789,CUST_001267,Food,Chocolate,5,80.63,403.16,2023-06-03,22,Female,西安
ORD_00002790,CUST_001395,Health,First Aid Kit,2,109.0,218.0,2023-12-04,46,Female,上海
ORD_00002791,CUST_000823,Electronics,MacBook Pro,2,3598.81,7197.61,2023-12-08,34,Male,成都
ORD_00002792,CUST_000811,Home & Garden,Sofa,3,142.23,426.69,2023-08-01,22,Female,北京
ORD_00002793,CUST_001415,Books,Web Development,2,27.5,55.0,2023-10-26,65,Male,成都
ORD_00002794,CUST_000101,Automotive,Car Charger,2,179.75,359.5,2023-11-16,43,Female,西安
ORD_00002795,CUST_000974,Home & Garden,Coffee Maker,1,492.1,492.1,2023-05-15,52,Male,长沙
ORD_00002796,CUST_001838,Sports,Yoga Mat,1,191.87,191.87,2023-01-02,46,Male,南京
ORD_00002797,CUST_000042,Home & Garden,Sofa,4,116.33,465.3,2023-12-22,56,Female,北京
ORD_00002798,CUST_001675,Automotive,Tire Pump,2,423.49,846.98,2023-08-31,19,Female,青岛
ORD_00002799,CUST_000621,Home & Garden,Garden Tools,4,233.46,933.85,2023-02-18,22,Male,成都
ORD_00002800,CUST_000575,Beauty,Face Mask,4,45.94,183.74,2023-05-29,27,Female,上海
ORD_00002801,CUST_001758,Health,First Aid Kit,5,91.16,455.8,2023-04-16,23,Female,郑州
ORD_00002802,CUST_001403,Clothing,T-Shirt,3,42.71,128.14,2023-05-26,43,Female,武汉
ORD_00002803,CUST_001992,Books,Machine Learning,3,27.92,83.75,2023-02-22,50,Female,杭州
ORD_00002804,CUST_000276,Home & Garden,Garden Tools,3,299.72,899.16,2023-11-18,64,Female,南京
ORD_00002805,CUST_001996,Automotive,Car Charger,1,226.99,226.99,2023-11-13,55,Male,北京
ORD_00002806,CUST_000908,Automotive,Car Cover,5,76.18,380.88,2023-04-08,61,Male,南京
ORD_00002807,CUST_001692,Home & Garden,Kitchen Set,2,528.32,1056.63,2023-02-28,50,Male,长沙
ORD_00002808,CUST_000552,Health,Massage Gun,3,118.7,356.1,2023-07-25,52,Male,西安
ORD_00002809,CUST_000854,Food,Chocolate,3,63.33,190.0,2023-04-22,61,Female,杭州
ORD_00002810,CUST_001323,Electronics,Gaming Laptop,5,1010.86,5054.3,2023-12-19,65,Male,武汉
ORD_00002811,CUST_000385,Beauty,Makeup Kit,1,122.7,122.7,2023-12-12,25,Male,武汉
ORD_00002812,CUST_000433,Sports,Basketball,2,104.42,208.85,2023-12-17,43,Male,西安
ORD_00002813,CUST_001518,Beauty,Face Mask,3,40.76,122.29,2023-09-23,59,Male,广州
ORD_00002814,CUST_001556,Toys,Board Game,4,136.41,545.63,2023-01-12,49,Male,杭州
ORD_00002815,CUST_001777,Sports,Yoga Mat,3,188.12,564.37,2023-05-09,21,Female,苏州
ORD_00002816,CUST_001682,Electronics,iPad,3,3574.97,10724.91,2023-01-30,61,Female,武汉
ORD_00002817,CUST_001056,Automotive,Tire Pump,1,338.43,338.43,2023-11-06,63,Female,长沙
ORD_00002818,CUST_000326,Electronics,AirPods,5,827.41,4137.04,2023-11-01,32,Female,北京
ORD_00002819,CUST_000638,Health,Thermometer,4,186.92,747.69,2023-06-28,22,Male,广州
ORD_00002820,CUST_001038,Sports,Tennis Racket,3,445.6,1336.8,2023-08-03,51,Male,西安
ORD_00002821,CUST_000278,Automotive,Car Cover,3,110.24,330.73,2023-04-21,66,Female,重庆
ORD_00002822,CUST_001744,Toys,Board Game,2,158.51,317.02,2023-03-23,61,Male,重庆
ORD_00002823,CUST_001801,Toys,Remote Car,4,61.92,247.69,2023-10-05,28,Male,重庆
ORD_00002824,CUST_000060,Clothing,Sweater,3,261.72,785.17,2023-02-07,67,Female,郑州
ORD_00002825,CUST_000395,Books,Python Programming,1,70.71,70.71,2023-04-27,24,Female,杭州
ORD_00002826,CUST_001715,Electronics,iPad,1,3545.14,3545.14,2023-02-19,51,Male,成都
ORD_00002827,CUST_000511,Electronics,MacBook Pro,2,4126.56,8253.12,2023-06-03,41,Female,成都
ORD_00002828,CUST_000935,Electronics,iPad,4,3540.04,14160.17,2023-02-18,65,Male,重庆
ORD_00002829,CUST_001881,Sports,Yoga Mat,3,196.39,589.17,2023-04-26,43,Male,西安
ORD_00002830,CUST_001444,Books,Python Programming,2,60.8,121.6,2023-09-15,66,Female,北京
ORD_00002831,CUST_000562,Sports,Yoga Mat,3,219.36,658.08,2023-10-01,61,Male,西安
ORD_00002832,CUST_001687,Beauty,Perfume,3,20.52,61.57,2023-01-01,29,Female,郑州
ORD_00002833,CUST_001035,Sports,Tennis Racket,5,325.44,1627.18,2023-09-11,24,Male,深圳
ORD_00002834,CUST_001302,Clothing,Jeans,2,211.18,422.35,2023-04-05,44,Female,北京
ORD_00002835,CUST_001396,Electronics,Samsung Galaxy,5,4971.83,24859.16,2023-05-30,23,Female,苏州
ORD_00002836,CUST_000496,Sports,Yoga Mat,4,169.3,677.22,2023-05-11,31,Female,天津
ORD_00002837,CUST_001002,Food,Chocolate,4,68.56,274.24,2023-02-09,31,Female,成都
ORD_00002838,CUST_000914,Clothing,Sweater,1,346.45,346.45,2023-01-18,60,Male,重庆
ORD_00002839,CUST_001968,Beauty,Hair Dryer,1,121.48,121.48,2023-05-23,61,Male,上海
ORD_00002840,CUST_001202,Toys,Puzzle,5,130.56,652.8,2023-08-19,36,Female,成都
ORD_00002841,CUST_000717,Sports,Running Shoes,1,164.16,164.16,2023-01-10,59,Male,武汉
ORD_00002842,CUST_000335,Books,AI Handbook,2,33.62,67.24,2023-01-24,32,Female,杭州
ORD_00002843,CUST_001534,Health,First Aid Kit,1,98.95,98.95,2023-04-19,48,Female,重庆
ORD_00002844,CUST_000186,Home & Garden,Vacuum Cleaner,3,424.32,1272.96,2023-12-29,36,Male,广州
ORD_00002845,CUST_000057,Sports,Dumbbells,3,266.55,799.66,2023-12-07,69,Female,成都
ORD_00002846,CUST_000102,Clothing,Sneakers,3,27.86,83.59,2023-01-10,41,Female,重庆
ORD_00002847,CUST_001749,Toys,Remote Car,1,66.04,66.04,2023-11-04,69,Male,北京
ORD_00002848,CUST_001598,Books,Data Science,2,23.96,47.91,2023-06-17,45,Female,郑州
ORD_00002849,CUST_001756,Books,Machine Learning,1,27.78,27.78,2023-09-08,43,Male,南京
ORD_00002850,CUST_001326,Books,Machine Learning,4,25.42,101.7,2023-07-09,52,Female,广州
ORD_00002851,CUST_001388,Books,Data Science,4,26.84,107.36,2023-10-24,19,Male,武汉
ORD_00002852,CUST_000552,Food,Honey,5,51.3,256.5,2023-08-05,52,Male,西安
ORD_00002853,CUST_000839,Toys,LEGO Set,1,23.85,23.85,2023-12-01,52,Female,郑州
ORD_00002854,CUST_000042,Automotive,Car Cover,2,87.99,175.98,2023-02-06,56,Female,北京
ORD_00002855,CUST_001981,Automotive,Car Cover,3,79.87,239.62,2023-02-03,19,Female,郑州
ORD_00002856,CUST_001398,Electronics,iPhone 14,3,2038.26,6114.78,2023-12-10,37,Male,天津
ORD_00002857,CUST_000971,Clothing,Dress,3,218.14,654.42,2023-03-30,22,Female,北京
ORD_00002858,CUST_001326,Clothing,Sweater,3,279.12,837.35,2023-10-12,52,Female,广州
ORD_00002859,CUST_001232,Automotive,Car Accessories,2,331.06,662.12,2023-02-08,53,Female,广州
ORD_00002860,CUST_000018,Books,Machine Learning,1,25.74,25.74,2023-08-20,44,Female,广州
ORD_00002861,CUST_000517,Food,Chocolate,4,66.2,264.8,2023-01-28,68,Female,重庆
ORD_00002862,CUST_001649,Home & Garden,Garden Tools,4,295.45,1181.79,2023-08-11,54,Female,长沙
ORD_00002863,CUST_001460,Health,Thermometer,1,183.95,183.95,2023-10-11,37,Male,深圳
ORD_00002864,CUST_001317,Home & Garden,Coffee Maker,1,415.39,415.39,2023-06-05,43,Female,长沙
ORD_00002865,CUST_000868,Sports,Dumbbells,2,283.33,566.65,2023-04-27,21,Male,深圳
ORD_00002866,CUST_001745,Sports,Running Shoes,5,175.98,879.89,2023-03-21,30,Female,青岛
ORD_00002867,CUST_000941,Books,AI Handbook,3,28.64,85.92,2023-08-08,38,Male,青岛
ORD_00002868,CUST_000447,Beauty,Perfume,5,21.26,106.31,2023-11-12,29,Male,重庆
ORD_00002869,CUST_000619,Health,Protein Powder,5,244.18,1220.9,2023-09-05,23,Female,西安
ORD_00002870,CUST_001067,Food,Snack Box,5,55.95,279.74,2023-06-05,53,Male,广州
ORD_00002871,CUST_000814,Food,Organic Tea,5,16.16,80.79,2023-09-28,18,Male,成都
ORD_00002872,CUST_000210,Electronics,iPhone 14,4,1849.42,7397.68,2023-08-26,64,Female,重庆
ORD_00002873,CUST_001048,Health,Vitamins,5,30.54,152.7,2023-12-17,25,Male,苏州
ORD_00002874,CUST_001980,Sports,Yoga Mat,4,191.28,765.11,2023-11-04,47,Male,天津
ORD_00002875,CUST_001150,Food,Honey,3,49.98,149.93,2023-06-22,48,Female,上海
ORD_00002876,CUST_001217,Food,Chocolate,4,69.51,278.04,2023-11-05,54,Female,青岛
ORD_00002877,CUST_000579,Home & Garden,Garden Tools,5,233.27,1166.33,2023-06-27,56,Male,武汉
ORD_00002878,CUST_001402,Clothing,T-Shirt,5,40.42,202.11,2023-05-18,41,Female,南京
ORD_00002879,CUST_000987,Electronics,AirPods,1,880.75,880.75,2023-11-03,47,Female,广州
ORD_00002880,CUST_000689,Home & Garden,Coffee Maker,1,366.63,366.63,2023-10-05,64,Female,成都
ORD_00002881,CUST_001312,Home & Garden,Kitchen Set,5,462.71,2313.57,2023-12-29,28,Female,杭州
ORD_00002882,CUST_001765,Home & Garden,Coffee Maker,4,464.66,1858.63,2023-02-05,23,Female,上海
ORD_00002883,CUST_000535,Food,Honey,2,60.02,120.04,2023-06-10,46,Male,天津
ORD_00002884,CUST_001457,Food,Honey,2,48.7,97.4,2023-10-06,65,Female,北京
ORD_00002885,CUST_000612,Books,Python Programming,3,55.39,166.16,2023-07-13,52,Female,深圳
ORD_00002886,CUST_000308,Toys,Board Game,3,137.2,411.6,2023-04-20,67,Male,成都
ORD_00002887,CUST_001568,Books,Web Development,4,25.61,102.43,2023-03-12,28,Male,广州
ORD_00002888,CUST_001843,Electronics,iPad,4,3397.43,13589.73,2023-04-23,46,Male,深圳
ORD_00002889,CUST_001650,Automotive,Car Accessories,2,339.14,678.27,2023-10-28,43,Female,南京
ORD_00002890,CUST_001659,Food,Chocolate,2,75.95,151.9,2023-07-29,27,Male,天津
ORD_00002891,CUST_000828,Health,Vitamins,2,27.69,55.39,2023-07-03,67,Male,深圳
ORD_00002892,CUST_000655,Health,Protein Powder,1,241.66,241.66,2023-09-23,63,Female,北京
ORD_00002893,CUST_000287,Health,Massage Gun,4,90.95,363.79,2023-02-03,48,Male,深圳
ORD_00002894,CUST_000053,Food,Honey,5,49.81,249.06,2023-09-03,23,Female,广州
ORD_00002895,CUST_001019,Home & Garden,Vacuum Cleaner,2,421.52,843.05,2023-08-30,63,Male,成都
ORD_00002896,CUST_000532,Sports,Basketball,4,131.53,526.11,2023-02-24,29,Male,重庆
ORD_00002897,CUST_000829,Sports,Dumbbells,2,236.99,473.99,2023-11-23,29,Male,上海
ORD_00002898,CUST_001509,Electronics,MacBook Pro,2,3057.16,6114.31,2023-01-12,62,Female,天津
ORD_00002899,CUST_001195,Health,Thermometer,1,189.2,189.2,2023-07-27,55,Female,成都
ORD_00002900,CUST_001172,Books,Python Programming,5,81.41,407.06,2023-09-19,33,Male,上海
ORD_00002901,CUST_000703,Health,Massage Gun,2,126.73,253.45,2023-04-30,41,Male,长沙
ORD_00002902,CUST_001461,Books,Machine Learning,1,30.17,30.17,2023-09-27,22,Male,苏州
ORD_00002903,CUST_001406,Toys,Action Figure,1,149.13,149.13,2023-06-27,37,Female,深圳
ORD_00002904,CUST_001308,Automotive,Tire Pump,5,387.09,1935.45,2023-12-18,46,Female,天津
ORD_00002905,CUST_000975,Health,Vitamins,5,28.61,143.06,2023-05-27,26,Female,上海
ORD_00002906,CUST_000735,Toys,LEGO Set,5,27.3,136.49,2023-01-06,48,Female,武汉
ORD_00002907,CUST_000615,Clothing,Sneakers,4,21.75,87.01,2023-02-11,54,Female,长沙
ORD_00002908,CUST_001722,Health,Vitamins,3,30.74,92.23,2023-09-28,40,Female,深圳
ORD_00002909,CUST_001796,Toys,Puzzle,5,139.44,697.21,2023-07-18,34,Female,青岛
ORD_00002910,CUST_000371,Home & Garden,Vacuum Cleaner,1,302.7,302.7,2023-02-08,57,Female,北京
ORD_00002911,CUST_000200,Beauty,Hair Dryer,4,139.55,558.21,2023-10-18,28,Male,成都
ORD_00002912,CUST_000263,Automotive,Car Charger,2,232.98,465.96,2023-02-21,69,Male,青岛
ORD_00002913,CUST_000530,Health,Massage Gun,3,90.5,271.5,2023-01-30,37,Female,上海
ORD_00002914,CUST_001656,Toys,Puzzle,2,143.72,287.44,2023-12-17,51,Female,长沙
ORD_00002915,CUST_001563,Clothing,Sweater,5,307.85,1539.23,2023-02-21,29,Male,青岛
ORD_00002916,CUST_001940,Health,Protein Powder,5,305.85,1529.27,2023-06-01,69,Male,重庆
ORD_00002917,CUST_001843,Home & Garden,Sofa,5,162.77,813.87,2023-05-30,46,Male,深圳
ORD_00002918,CUST_001341,Electronics,Gaming Laptop,1,972.14,972.14,2023-07-11,47,Male,西安
ORD_00002919,CUST_000456,Sports,Running Shoes,4,148.43,593.71,2023-10-25,35,Female,武汉
ORD_00002920,CUST_000458,Automotive,Car Charger,1,237.69,237.69,2023-11-22,52,Female,长沙
ORD_00002921,CUST_001785,Home & Garden,Garden Tools,5,242.56,1212.79,2023-12-26,33,Male,重庆
ORD_00002922,CUST_000862,Automotive,Tire Pump,1,458.53,458.53,2023-06-11,65,Female,深圳
ORD_00002923,CUST_001817,Home & Garden,Sofa,3,130.68,392.04,2023-06-04,28,Male,广州
ORD_00002924,CUST_000762,Books,AI Handbook,1,32.71,32.71,2023-03-27,27,Female,西安
ORD_00002925,CUST_001200,Home & Garden,Vacuum Cleaner,3,302.8,908.41,2023-12-21,51,Male,深圳
ORD_00002926,CUST_000950,Clothing,Jeans,4,235.12,940.48,2023-07-09,56,Female,西安
ORD_00002927,CUST_000964,Electronics,iPad,1,2866.26,2866.26,2023-03-27,54,Male,南京
ORD_00002928,CUST_001775,Food,Coffee Beans,2,17.91,35.83,2023-03-28,30,Female,郑州
